,,,,,,SMA 5,SMA 10,EMA 5,EMA 10,MACD,,,WILLR,SO,FAST SO,AD,,,RS,RSI,ROC-1,ROC-2,ROC-3,ROC-5,ROC-10,MFI-1,MF-2,MFI-3,MFI-4,,
date,1. open,2. high,3. low,4. close,5. volume,,,,,EMA 26,EMA 12,TOTAL,,,,,UP MOVE,DOWN MOVE,,,,,,,,,,,,,MFI
02-01-1990,1.258929,1.339286,1.25,1.330357,45799600,,,,,,,,,,,36639269.64,,,,,,,,,,1.306547667,,,,,
03-01-1990,1.357143,1.357143,1.339286,1.339286,51998800,,,,,,,,,,,-51998800,0.008929,0,,,0.671173226,,,,,1.345238333,0.038690667,61611377.57,61611377.57,0,
04-01-1990,1.366071,1.383929,1.330357,1.34375,55378400,,,,,,,,,,,-27689200,0.004464,0,,,0.333311929,1.006722256,,,,1.352678667,0.007440333,70337667.45,70337667.45,0,
05-01-1990,1.348214,1.366071,1.321429,1.348214,30828000,,,1.34040175,,,,,,,,6165323.776,0.004464,0,,,0.332204651,0.666623858,1.342271285,,,1.345238,-0.007440667,-74497128.06,0,-74497128.06,
08-01-1990,1.339286,1.357143,1.321429,1.357143,25393200,1.34375,,1.345981609,,,,,,,,25393200,0.008929,0,,,0.662283584,0.996688372,1.333322382,,,1.345238333,3.33333E-07,41471007.34,41471007.34,0,
09-01-1990,1.357143,1.357143,1.321429,1.34375,21534800,1.3464286,,1.345237813,,,,,,,,5383398.51,0,-0.013393,,,-0.986852528,-0.331104706,0,1.006722256,,1.340774,-0.004464333,-34046542.34,0,-34046542.34,
10-01-1990,1.34375,1.34375,1.276786,1.285714,49929600,1.3357142,,1.325398526,,,,,,,,-36615835.33,0,-0.058036,,,-4.31895814,-5.26318892,-4.635762572,-4.000041813,,1.302083333,-0.038690667,-28040104.17,0,-28040104.17,
11-01-1990,1.294643,1.294643,1.232143,1.232143,52763200,1.3133928,,1.294316459,,,,,,,,-52763200,0,-0.053571,,,-4.166634259,-8.305637209,-9.210525346,-8.305637209,,1.252976333,-0.049107,-62560607.13,0,-62560607.13,
12-01-1990,1.223214,1.241071,1.205357,1.232143,42974400,1.2901786,,1.273594045,1.3125,,,,,,,21488403.29,0,0,,,0,-4.166634259,-8.305637209,-8.60924156,,1.226190333,-0.026786,-64697725.8,0,-64697725.8,
15-01-1990,1.232143,1.276786,1.223214,1.223214,40434800,1.2633928,1.3035714,1.256802376,1.296267805,,,,,,,-40434800,0,-0.008929,,,-0.72467238,-0.72467238,-4.861112191,-9.868451593,,1.241071333,0.014881,53334295.91,53334295.91,0,
16-01-1990,1.196429,1.25,1.169643,1.245536,53561200,1.24375,1.2950893,1.253047293,1.287044763,,1.298295455,,,,,47610325.86,0.022322,0,,,1.82486466,1.08696799,1.08696799,-7.308948837,-6.375807396,1.221726333,-0.019345,-49400259.94,0,-49400259.94,
17-01-1990,1.241071,1.241071,1.178571,1.1875,49324800,1.2241072,1.2799107,1.23120038,1.268947525,,1.281255114,,,,,-35231323.55,0,-0.058036,,,-4.659520078,-2.919685354,-3.62319958,-7.638868364,-11.33335225,1.202380667,-0.019345667,-64400951.36,0,-64400951.36,
18-01-1990,1.178571,1.196429,1.151786,1.15625,68322800,1.2089286,1.2611607,1.206219419,1.248459115,,1.262029327,,,,,-54659158.26,0,-0.03125,,,-2.631578947,-7.168480076,-5.474430476,-6.15943117,-13.95348837,1.168155,-0.034225667,-57619011.74,0,-57619011.74,
19-01-1990,1.205357,1.232143,1.196429,1.223214,66284400,1.2071428,1.2486607,1.211883713,1.243869553,,1.25605953,,-69.23103432,30.76896568,,33140344.02,,0,,,5.791481081,3.007494737,-1.792160162,-0.72467238,-9.271525144,1.217262,0.049107,83166748.17,83166748.17,0,
22-01-1990,1.214286,1.232143,1.1875,1.1875,36402800,1.2,1.2316964,1.203756621,1.233621568,,1.245515074,,-84.61551716,15.38448284,,-36402800,0,-0.035714,0.189658169,15.9422407,-2.919685354,2.702702703,0,-2.919685354,-12.50000921,1.202381,-0.014881,-79699103.16,0,-79699103.16,-151.1512811
23-01-1990,1.205357,1.223214,1.178571,1.205357,35218400,1.1919642,1.2178571,1.204290027,1.22848307,,1.239338762,,-76.92327574,23.07672426,23.07672426,7043995.556,0.017857,0,0.224138663,18.30990803,1.503747368,-1.459842677,4.247091892,-3.22584012,-10.29901395,1.202380667,-3.33333E-07,-43770022.93,0,-43770022.93,-79.99108589
24-01-1990,1.160714,1.223214,1.151786,1.214286,42448000,1.1973214,1.2107143,1.207621685,1.225902043,,1.235485647,,-70.83323611,29.16676389,22.542657,31836594.28,0.008929,0,0.241382773,19.44466913,0.740776384,2.255663158,-0.729880462,2.255663158,-5.555512346,1.196428667,-0.005952,-42136303.35,0,-42136303.35,-42.08414695
25-01-1990,1.223214,1.241071,1.214286,1.21875,27885200,1.2098214,1.209375,1.211330752,1.224601801,,1.232911705,,-67.39142079,32.60857921,28.28402245,-18590480.36,0.004464,0,0.241382773,19.44466913,0.367623443,1.111123095,2.631578947,5.405405405,-1.08696799,1.224702333,0.028273667,51986164.65,51986164.65,0,-77.58049385
26-01-1990,1.214286,1.214286,1.151786,1.169643,45312400,1.1991072,1.203125,1.197436225,1.214610291,,1.223180978,,-91.30441134,8.695588658,23.49031058,-19419807.14,0,-0.049107,0.173914737,14.81493772,-4.029292308,-3.676481488,-2.96293961,-4.37952803,-5.07246318,1.178571667,-0.046130667,-32864706.64,0,-32864706.64,-50.83969238
29-01-1990,1.178571,1.196429,1.147321,1.1875,29982400,1.1991072,1.1995536,1.194124481,1.20968164,,1.217693244,,-79.54528099,20.45471901,20.58629562,19079376.07,0.017857,0,0.242425579,19.51228174,1.526705157,-2.564102564,-2.205905363,0,-2.919685354,1.177083333,-0.001488333,-53336470.83,0,-53336470.83,-48.32533767
30-01-1990,1.1875,1.232143,1.178571,1.214286,29111600,1.200893,1.1964286,1.200844315,1.210518713,,1.21716921,,-54.54514601,45.45485399,24.86838722,9704228.94,0.026786,0,0.415097609,29.3334966,2.255663158,3.816805641,-0.366276923,0.740776384,-2.508959998,1.208333333,0.03125,36228733.33,36228733.33,0,-68.98010238
31-01-1990,1.232143,1.241071,1.178571,1.214286,35985600,1.200893,1.1991072,1.205324429,1.211203606,,1.216725772,,-48.27559572,51.72440428,39.21132576,5141622.528,0,0,0.536588431,34.92076473,0,2.255663158,3.816805641,0,2.255663158,1.211309333,0.002976,35263152.79,35263152.79,0,-114.0532011
01-02-1990,1.232143,1.236607,1.196429,1.200893,29268400,1.1973216,1.2035715,1.203847434,1.209329138,,1.214290692,,-58.62047658,41.37952342,46.18626057,-22764634.87,0,-0.013393,0.500002545,33.33344646,-1.102952682,-1.102952682,1.127831579,-1.465189744,3.861016216,1.211309667,3.33333E-07,43589705.14,43589705.14,0,-253.696973
02-02-1990,1.1875,1.241071,1.1875,1.223214,29618400,1.2080358,1.2035715,1.21030231,1.211853406,,1.215663096,,-26.0871259,73.9128741,55.67226727,9872800,0.022321,0,0.642858667,39.13049124,1.858700151,0.735246886,0.735246886,4.580115471,0,1.217261667,0.005952,35627301.36,35627301.36,0,-208.1037778
05-02-1990,1.223214,1.258929,1.214286,1.25,25438000,1.2205358,1.2098215,1.22353355,1.218788456,1.24535716,1.220944112,-0.024413048,-8.000322558,91.99967744,69.09735832,15262344.15,0.026786,0,0.666666667,40,2.189804891,4.089206948,2.941152249,5.263157895,5.263157895,1.241071667,0.02381,36758557.05,36758557.05,0,-630.0415088
06-02-1990,1.241071,1.25,1.214286,1.241071,18480000,1.2258928,1.2133929,1.229378782,1.222839423,1.24178572,1.224039628,-0.017746092,-16.00064512,83.99935488,83.30396881,9239482.556,0,-0.008929,0.903224874,47.45760138,-0.71432,1.459842677,3.345676925,2.20582301,2.96293961,1.235119,-0.005952667,-31418957.12,0,-31418957.12,-1770.284168
07-02-1990,1.178571,1.214286,1.160714,1.1875,78111600,1.2205356,1.2107143,1.215420584,1.216414716,1.23571428,1.218419833,-0.017294447,-63.99989248,36.00010752,70.66637995,0,0,-0.053571,0.77777916,43.75004375,-4.316513721,-5,-2.919685354,-2.205905363,-2.205905363,1.1875,-0.047619,-21945000,0,-21945000,1848.848646
08-02-1990,1.1875,1.196429,1.151786,1.178571,46659200,1.2160712,1.2066964,1.203138618,1.209534728,1.22910712,1.212291082,-0.016816038,-72.00021504,27.99978496,49.33308246,9330167.74,0,-0.008929,0.736841485,42.42422185,-0.751915789,-5.035972962,-5.71432,-1.858783422,-3.296738462,1.175595333,-0.011904667,-91827632.44,0,-91827632.44,-151.9910181
09-02-1990,1.196429,1.232143,1.1875,1.223214,42019600,1.2160712,1.2120535,1.209829743,1.21202162,1.22410712,1.213971027,-0.010136093,-32.00039424,67.99960576,43.99983275,25211007.01,0.044643,0,1.26666368,55.88229481,3.787892287,3.007494737,-1.438837907,0,4.580115471,1.214285667,0.038690333,56657597.78,56657597.78,0,-1397.549897
12-02-1990,1.223214,1.232143,1.205357,1.214286,18729200,1.2089284,1.2147321,1.211315013,1.212433284,1.21839284,1.21401947,-0.00437337,-39.9998208,60.0001792,51.99985664,-6242600.523,0,-0.008928,1.062503063,51.51522351,-0.729880462,3.030364738,2.255663158,-2.85712,2.255663158,1.217262,0.002976333,51148862.34,51148862.34,0,470.9824299
13-02-1990,1.214286,1.25,1.205357,1.232143,25541600,1.2071428,1.2165178,1.218256981,1.21601651,1.21392856,1.216806869,0.002878309,-24.00007168,75.99992832,67.99990443,5108548.852,0.017857,0,1.124999125,52.94115709,1.470576125,0.729962214,4.545504683,-0.719378666,1.470576125,1.229166667,0.011904667,23021308.33,23021308.33,0,266.6031199
14-02-1990,1.232143,1.241071,1.205357,1.223214,24015600,1.2142856,1.2174106,1.219909156,1.217325014,1.21142856,1.217792286,0.006363726,-32.00039424,67.99960576,67.99990443,0,0,-0.008929,1.029409827,50.72459063,-0.72467238,0.735246886,0,3.007494737,0.735246886,1.223214,-0.005952667,-31242842.7,0,-31242842.7,571.8603263
15-02-1990,1.205357,1.223214,1.196429,1.223214,24491600,1.2232142,1.2196427,1.22101066,1.218395632,1.2110714,1.218626145,0.007554745,-32.00039424,67.99960576,70.66637995,24491600,0,0,1.521732779,60.34472771,0,-0.72467238,0.735246886,3.787892287,1.858700151,1.214285667,-0.008928333,-29161798.86,0,-29161798.86,536.1888927
16-02-1990,1.223214,1.232143,1.205357,1.205357,31802400,1.2196428,1.217857,1.215793295,1.216025208,1.20999996,1.216585351,0.006585391,-50.00046667,49.99953333,61.99958162,-31802400,0,-0.017857,1.148146612,53.44824257,-1.459842677,-1.459842677,-2.17393598,-1.459842677,-1.459842677,1.214285667,0,-29739798.83,0,-29739798.83,383.6768719
20-02-1990,1.196429,1.205357,1.178571,1.196429,30811200,1.2160714,1.2124999,1.209339176,1.212462618,1.20892856,1.213485304,0.004556744,-58.33325556,41.66674444,53.22196118,10271933.7,0,-0.008928,0.862069765,46.29631934,-0.740693421,-2.189723139,-2.189723139,-1.470576125,-4.28568,1.193452333,-0.020833333,-37954648.49,0,-37954648.49,3214.137521
21-02-1990,1.169643,1.223214,1.160714,1.214286,43976800,1.2125,1.2098214,1.210987952,1.212794109,1.20767856,1.213608451,0.005929891,-41.66674444,58.33325556,49.99984444,31412804.15,0.017857,0,1,50,1.492524838,0.740776384,-0.729880462,-1.4492636,-2.158216573,1.199404667,0.005952333,36955097.07,36955097.07,0,2710.787055
22-02-1990,1.214286,1.232143,1.178571,1.178571,48795600,1.2035714,1.2089285,1.200183382,1.206572348,1.2073214,1.208219691,0.000898291,-75.0007,24.9993,41.66643333,-48795600,0,-0.035715,0.852937689,46.03164444,-2.941234602,-1.492608421,-2.222246189,-3.649647568,-0.751915789,1.196428333,-0.002976333,-52615089.53,0,-52615089.53,-280.1224682
23-02-1990,1.169643,1.196429,1.169643,1.1875,37489200,1.1964286,1.2098214,1.195956011,1.203104995,1.2085714,1.205033003,-0.003538397,-66.66697778,33.33302222,38.88852593,12495466.95,0.008929,0,0.764708208,43.333408,0.757612397,-2.205905363,-0.74630421,-2.919685354,0.757612397,1.184524,-0.011904333,-57799559.29,0,-57799559.29,-114.1644144
26-02-1990,1.178571,1.223214,1.178571,1.214286,19902400,1.1982144,1.2089286,1.202065396,1.205137701,1.20821428,1.206456114,-0.001758166,-36.36345124,63.63654876,40.65629033,11941974.97,0.026786,0,0.764708208,43.333408,2.255663158,3.030364738,0,0.740776384,-0.729880462,1.205357,0.020833,45187869.64,45187869.64,0,-124.7378944
27-02-1990,1.214286,1.223214,1.196429,1.196429,18488400,1.1982144,1.2071429,1.200186785,1.20355446,1.20857144,1.204913944,-0.003657496,-54.54517686,45.45482314,47.47479804,-18488400,0,-0.017857,0.722227062,41.93564703,-1.470576125,0.751915789,1.515224793,0,-1.470576125,1.205357333,3.33333E-07,23989503.79,23989503.79,0,-205.4696854
28-02-1990,1.196429,1.214286,1.1875,1.214286,27333600,1.1982144,1.2053572,1.204886054,1.205505454,1.2089286,1.206355366,-0.002573234,-36.36345124,63.63654876,57.57597355,27333600,0.017857,0,1.250002333,55.55560165,1.492524838,0,2.255663158,0,-1.4492636,1.205357333,0,-22285128.52,0,-22285128.52,-204.8654807
01-03-1990,1.196429,1.241071,1.1875,1.223214,50974000,1.207143,1.2053572,1.210994758,1.208724867,1.20928572,1.208948224,-0.000337496,-30.000224,69.999776,59.6970493,16991333.33,0.008928,0,1.454548231,59.25930535,0.735246886,2.238745467,0.735246886,3.787892287,0,1.217261667,0.011904333,33272143.49,33272143.49,0,2864.598695
02-03-1990,1.196429,1.241071,1.1875,1.205357,26224800,1.2107144,1.2035715,1.209115693,1.208112589,1.20875,1.208395894,-0.000354106,-50,50,61.21210825,-8741600,0,-0.017857,0.846154509,45.83335278,-1.459842677,-0.735329239,0.746220628,1.503747368,-1.459842677,1.211309333,-0.005952333,-61745281.96,0,-61745281.96,-195.9952575
05-03-1990,1.196429,1.241071,1.196429,1.232143,45617600,1.2142858,1.2062501,1.216790695,1.212481318,1.21125,1.212048199,0.000798199,-19.999776,80.000224,66.66666667,27371377.48,0.026786,0,1.166665111,53.84612071,2.222246189,0.729962214,1.470576125,1.470576125,2.222246189,1.223214333,0.011905,32078551.25,32078551.25,0,-151.9095344
06-03-1990,1.25,1.258929,1.232143,1.258929,39004000,1.2267858,1.2125001,1.230835392,1.220925506,1.21410716,1.219258466,0.005151306,0,100,76.66674133,39004000,0.026786,0,1.250002333,55.55560165,2.17393598,4.444492379,2.919767105,5.223878726,5.223878726,1.250000333,0.026786,57022015.21,57022015.21,0,-242.989886
07-03-1990,1.25,1.285714,1.25,1.263393,51055200,1.2366072,1.2174108,1.241686843,1.228646097,1.21607144,1.226046357,0.009974917,-17.8568,82.1432,87.38114133,-12763085.22,0.004464,0,1.409096463,58.49066173,0.354587113,2.53623159,4.814839089,4.044104931,4.044104931,1.266369,0.016368667,49393456.48,49393456.48,0,-2073.457504
08-03-1990,1.276786,1.321429,1.25,1.3125,55960800,1.2544644,1.2308037,1.265288868,1.243890736,1.22,1.239342927,0.019342927,-5.55579753,94.44420247,92.19580082,41970012.42,0.049107,0,1.909096463,65.62506563,3.886914048,4.255283658,6.52172678,7.299295136,11.36367686,1.294643,0.028274,66098257.29,66098257.29,0,420.2392775
09-03-1990,1.3125,1.339286,1.294643,1.316964,57618400,1.2767858,1.2437501,1.282512189,1.257175456,1.22464284,1.251281048,0.026638208,-12.50028,87.49972,88.02904082,-1290.64803,0.004464,0,2.38888958,70.4918093,0.340114286,4.240248284,4.609870771,9.259248505,10.90223158,1.316964333,0.022321333,73698377.66,73698377.66,0,225.4210855
12-03-1990,1.330357,1.339286,1.294643,1.308036,40989200,1.2919644,1.2531251,1.291019276,1.266421903,1.22803572,1.26000996,0.03197424,-17.499944,82.500056,88.14799282,-16395496.37,0,-0.008928,2.38888958,70.4918093,-0.677922859,-0.340114286,3.533579812,6.15943117,7.720586419,1.313988333,-0.002976,-75709905.39,0,-75709905.39,283.1058711
13-03-1990,1.303571,1.330357,1.294643,1.316964,37144800,1.3035714,1.2651786,1.299666652,1.275610456,1.23071428,1.268769491,0.038055211,-13.1582205,86.8417795,85.61385183,9285679.969,0.008928,0,2.277772938,69.49148038,0.682550022,0,0.340114286,4.609870771,10.07456356,1.313988,-3.33333E-07,-53859316.93,0,-53859316.93,671.1929127
14-03-1990,1.3125,1.330357,1.303571,1.321429,25446400,1.3151786,1.2758929,1.306920043,1.283940267,1.2339286,1.276868524,0.042939924,-10.52622271,89.47377729,86.27187093,8483399.985,0.004465,0,4.200080642,80.769529,0.339037362,1.023901483,0.339037362,4.593661671,8.8235391,1.318452333,0.004464333,48973648.23,48973648.23,0,271.4302654
15-03-1990,1.303571,1.357143,1.303571,1.3125,30058000,1.3151786,1.2848215,1.308779842,1.289132427,1.2389286,1.282348645,0.043420045,-25,75,83.77185226,-20038292.62,0,-0.008929,3.333352,76.92317633,-0.675707889,-0.338961429,0.341275011,0,7.299295136,1.324404667,0.005952333,33701330.91,33701330.91,0,185.5029471
16-03-1990,1.428571,1.455357,1.397321,1.4375,161190400,1.3392858,1.3080358,1.351682271,1.316105651,1.24928576,1.306210923,0.056925163,-6.666616889,93.33338311,85.93572013,61997589.58,0.125,0,5.166694667,83.78385741,9.523809524,8.783748503,9.152566053,9.152566053,19.25927339,1.430059333,0.105654667,42984723.44,42984723.44,0,186.2637147
19-03-1990,1.446429,1.517857,1.428571,1.513393,107948400,1.3803572,1.3361608,1.405580457,1.351972491,1.26089292,1.338075527,0.077182607,-1.351265449,98.64873455,88.99403922,97154285.41,0.075893,0,9.875063001,90.80465097,5.279513043,15.30613333,14.52700069,15.69964435,22.82608431,1.486607,0.056547667,239626777,239626777,0,146.1089682
20-03-1990,1.508929,1.535714,1.455357,1.477679,97829200,1.4125002,1.3580358,1.429610901,1.374825935,1.27142864,1.359546541,0.088117901,-16.66647521,83.33352479,91.77188082,-43478156.47,0,-0.035714,4.6875315,82.4176798,-2.359862904,2.79506087,12.58506667,12.20344672,17.37588061,1.489583333,0.002976333,160798137.5,160798137.5,0,129.5999941
21-03-1990,1.473214,1.508929,1.473214,1.486607,38183600,1.4455358,1.3803572,1.448607701,1.395147732,1.2816072,1.379088439,0.097481239,-14.10253465,85.89746535,89.29324156,-9546167.28,0.008928,0,4.6875315,82.4176798,0.604190761,-1.769930216,3.41613913,12.4999527,17.66781991,1.489583333,0,-145724745.8,0,-145724745.8,172.119253
22-03-1990,1.491071,1.508929,1.455357,1.455357,57915200,1.4741072,1.3946429,1.450857242,1.406093777,1.29089292,1.390818544,0.099925624,-23.68421828,76.31578172,81.84892395,-57915200,0,-0.03125,3.947383313,79.78729488,-2.102102304,-1.510612251,-3.834826777,10.88434286,10.88434286,1.473214333,-0.016369,-56252626.82,0,-56252626.82,170.1198149
23-03-1990,1.473214,1.535714,1.464286,1.508929,56996800,1.488393,1.4138394,1.470212559,1.424789221,1.30232152,1.408983932,0.106662412,-8.823306574,91.17669343,84.4633135,14249997.96,0.053572,0,4.263177751,81.00007168,3.68102122,1.501540084,2.114803012,4.968973913,14.57632859,1.502976333,0.029762,87045174.94,87045174.94,0,162.8172689
26-03-1990,1.517857,1.549107,1.5,1.508929,32015200,1.4875002,1.4339287,1.483116749,1.440085833,1.3144644,1.424355484,0.109891084,-13.43265119,86.56734881,84.68660798,-20372716.41,0,0,3.947383313,79.78729488,0,3.68102122,1.501540084,-0.294966344,15.35836934,1.519345333,0.016369,86597822.09,86597822.09,0,159.4839935
27-03-1990,1.5,1.508929,1.473214,1.5,21151200,1.4919644,1.4522323,1.488743937,1.450978228,1.32660724,1.43598961,0.10938237,-16.41787053,83.58212947,87.1087239,10575303.89,0,-0.008929,3.523808,77.8947294,-0.591744211,-0.591744211,3.06749478,1.510544577,13.89832979,1.494047667,-0.025297667,-47832234.86,0,-47832234.86,182.4475946
28-03-1990,1.5,1.504464,1.464286,1.473214,25734800,1.4892858,1.4674108,1.483567809,1.455020692,1.33696436,1.441714721,0.104750361,-29.82465103,70.17534897,80.10827575,-14297680.46,0,-0.026786,2.333327802,69.99995022,-1.785733333,-2.36691057,-2.36691057,-0.900910597,11.48642871,1.480654667,-0.013393,-31317622.99,0,-31317622.99,213.2238786
29-03-1990,1.464286,1.482143,1.455357,1.46875,24222800,1.4919644,1.4830358,1.478629033,1.45751668,1.34857152,1.445872747,0.097301227,-31.57892669,68.42107331,74.05951725,0,0,-0.004464,2.214288,68.88891101,-0.303010968,-2.083333333,-2.66274954,0.920255305,11.9047619,1.46875,-0.011904667,-37797987.5,0,-37797987.5,278.5172052
30-03-1990,1.428571,1.464286,1.428571,1.4375,55837600,1.4776786,1.4830358,1.464920726,1.453877647,1.35857152,1.444585019,0.086013499,-43.85964223,56.14035777,64.91226002,-27918018.29,0,-0.03125,1.878782531,65.26309336,-2.127659574,-2.4242235,-4.166666667,-4.733754869,0,1.443452333,-0.025297667,-34964457.18,0,-34964457.18,239.6502899
02-04-1990,1.428571,1.450893,1.410714,1.4375,37192400,1.4633928,1.4754465,1.455781398,1.450900191,1.36750008,1.443495343,0.075995263,-45.45443438,54.54556562,59.70233224,12397466.67,0,0,1.818180584,64.51611349,0,-2.127659574,-2.4242235,-4.733754869,-5.014758229,1.433035667,-0.010416667,-80017272.34,0,-80017272.34,263.2329619
03-04-1990,1.446429,1.491071,1.446429,1.491071,34927200,1.461607,1.4767857,1.467543423,1.458203244,1.37928576,1.450812479,0.071526719,-23.6364525,76.3635475,62.34982363,34927200,0.053571,0,2.151504867,68.26912722,3.726678261,3.726678261,1.51972766,-0.595266667,0.906286142,1.476190333,0.043154667,54903061.35,54903061.35,0,259.671323
04-04-1990,1.482143,1.5,1.455357,1.473214,37433200,1.461607,1.4754464,1.469433426,1.4609322,1.38964288,1.454257833,0.064614953,-50,50,60.30303771,-7486975.4,0,-0.017857,2.0285696,66.98111214,-1.197595554,2.484452174,2.484452174,0,-0.900910597,1.476190333,0,-51559195.01,0,-51559195.01,360.3181426
05-04-1990,1.464286,1.473214,1.428571,1.4375,27048000,1.455357,1.4736607,1.458790015,1.456672226,1.39821432,1.451680478,0.053466158,-80.64497482,19.35502518,48.57285756,-16228315.3,0,-0.035714,1,50,-2.4242235,-3.592786661,0,-2.127659574,-1.22698417,1.446428333,-0.029762,-54144441.09,0,-54144441.09,703.8588105
06-04-1990,1.4375,1.473214,1.419643,1.424107,29559600,1.4526784,1.4651785,1.447230166,1.450751868,1.40696432,1.447439677,0.040475357,-90.32248741,9.677512591,26.34417926,-24633275.89,0,-0.013393,0.565215698,36.11104198,-0.931686957,-3.333324283,-4.491000093,-0.931686957,-5.621338048,1.438988,-0.007440333,-38921747.42,0,-38921747.42,-205.7973644
09-04-1990,1.419643,1.482143,1.410714,1.46875,26370400,1.4589284,1.4611606,1.454402727,1.454023928,1.4164286,1.450717205,0.034288605,-58.06435297,41.93564703,23.6560616,16481453.85,0.044643,0,0.947365939,48.6485832,3.134806584,2.173913043,-0.303010968,2.173913043,-2.66274954,1.453869,0.014881,42975786.09,42975786.09,0,-88.44057658
10-04-1990,1.473214,1.5,1.464286,1.473214,32830000,1.455357,1.458482,1.460672524,1.457512683,1.425,1.454177212,0.029177212,-54.8387563,45.1612437,32.25813444,-16415919.25,0.004464,0,0.921051856,47.94518446,0.303931915,3.448266177,2.484452174,-1.197595554,-1.785733333,1.479166667,0.025297667,39006216.67,39006216.67,0,-253.9493538
11-04-1990,1.482143,1.535714,1.482143,1.517857,53289600,1.4642856,1.4629463,1.47973211,1.46848328,1.43517856,1.463971163,0.028792603,-22.58062185,77.41937815,54.8387563,17763200,0.044643,0,1.451612437,59.21051856,3.030313315,3.343455319,6.583072761,3.030313315,3.030313315,1.511904667,0.032738,49635830.21,49635830.21,0,-2197.318153
12-04-1990,1.535714,1.571429,1.517857,1.544643,52950800,1.4857142,1.4705356,1.50136691,1.482329117,1.44446428,1.476378492,0.031914212,-16.66677037,83.33322963,68.63795049,0,0.026786,0,1.258062185,55.71424,1.764724872,4.84851488,5.167182979,7.453426087,5.167182979,1.544643,0.032738333,82313407.61,82313407.61,0,-1682.691432
16-04-1990,1.553571,1.580357,1.544643,1.5625,56722400,1.5133928,1.4830356,1.521742569,1.496904184,1.45428572,1.48962398,0.03533826,-10.52622271,89.47377729,83.40879502,0,0.017857,0,1.387093278,58.10804675,1.156060009,2.941186159,6.06062663,9.717879345,8.695652174,1.5625,0.017857,82735625,82735625,0,-1407.122211
17-04-1990,1.544643,1.553571,1.526786,1.544643,32776800,1.5285714,1.4937499,1.529375282,1.5055831,1.46375,1.498085905,0.034335905,-21.05244543,78.94755457,83.91818716,10926415.8,0,-0.017857,1.303032154,56.57898227,-1.142848,0,1.764724872,5.167182979,7.453426087,1.541666667,-0.020833333,-87447033.33,0,-87447033.33,-544.2273259
18-04-1990,1.544643,1.5625,1.517857,1.544643,48361600,1.5428572,1.4991071,1.534464013,1.51268419,1.47285716,1.505246386,0.032389226,-21.05244543,78.94755457,82.45629548,9672753.319,0,0,1.59259966,61.42867657,0,-1.142848,0,4.84851488,3.592853727,1.541666667,0,-50530900,0,-50530900,-419.468911
19-04-1990,1.491071,1.540179,1.428571,1.4375,120369200,1.5267858,1.4955357,1.502145907,1.499015704,1.4775,1.494826992,0.017326992,-84.21037119,15.78962881,57.89491265,-101109351.5,0,-0.107143,0.859999821,46.23655396,-6.936424792,-6.936424792,-8,-5.294108734,-2.4242235,1.46875,-0.072916667,-71031100,0,-71031100,-300.3684601
20-04-1990,1.459821,1.482143,1.419643,1.4375,80880800,1.5053572,1.4955357,1.480599426,1.487832149,1.4825,1.486010101,0.003510101,-84.21037119,15.78962881,36.84227073,-34663569.74,0,0,1,50,0,-6.936424792,-6.936424792,-6.936424792,0,1.446428667,-0.022321333,-174105461.5,0,-174105461.5,-137.2316394
23-04-1990,1.4375,1.446429,1.410714,1.419643,32088000,1.4767858,1.4950893,1.460282649,1.475435362,1.48178572,1.475802841,-0.005982879,-94.73659391,5.263406094,12.2808879,-16043550.78,0,-0.017857,0.914894124,47.7777916,-1.242226087,-1.242226087,-8.092484801,-9.142848,-0.313459593,1.425595333,-0.020833333,-115303291,0,-115303291,-120.6182509
24-04-1990,1.428571,1.446429,1.375,1.383929,75933200,1.444643,1.4866072,1.434833978,1.458799505,1.47660716,1.461672644,-0.014934516,-95.65196219,4.348037807,8.467024237,-56949102.71,0,-0.035714,0.563638585,36.04660249,-2.515702892,-3.726678261,-3.726678261,-10.40460482,-5.775046809,1.401786,-0.023809333,-44980509.17,0,-44980509.17,-75.80470194
25-04-1990,1.383929,1.392857,1.366071,1.383929,33143600,1.4125002,1.4776787,1.417867349,1.445188047,1.47285716,1.449715671,-0.023141489,-91.66627778,8.333722222,5.981722041,11049516.46,0,0,0.60784529,37.80496133,0,-2.515702892,-3.726678261,-10.40460482,-6.060558751,1.380952333,-0.020833667,-104860129.7,0,-104860129.7,-66.71802463
26-04-1990,1.392857,1.410714,1.361607,1.388393,35540400,1.4026788,1.4647323,1.408043548,1.434862708,1.4689286,1.440284245,-0.028644355,-87.75497143,12.24502857,8.308929533,3231471.806,0.004464,0,0.74418641,42.66667861,0.3225599,0.3225599,-2.20125764,-3.41613913,-8.529393744,1.386904667,0.005952333,45967013.51,45967013.51,0,-99.44494717
27-04-1990,1.392857,1.410714,1.383929,1.397321,29103200,1.394643,1.4500001,1.404469723,1.428037625,1.46660716,1.433676498,-0.032930662,-83.6736,16.3264,12.30171693,-1086.548441,0.008928,0,0.84999804,45.94588868,0.643045593,0.9676797,0.9676797,-2.79506087,-9.537608366,1.397321333,0.010416667,49661359.12,49661359.12,0,-153.262367
