,,,,,,SMA 5,SMA 10,EMA 5,EMA 10,MACD,,,WILLR,SO,FAST SO,AD,,,RS,RSI,ROC-1,ROC-2,ROC-3,ROC-5,ROC-10,MFI-1,MF-2,MFI-3,MFI-4,,
date,1. open,2. high,3. low,4. close,5. volume,,,,,EMA 26,EMA 12,TOTAL,,,,,UP MOVE,DOWN MOVE,,,,,,,,,,,,,MFI
31-03-1998,0.979911,0.993304,0.973214,0.982143,66724000,0.968527,0.9635046,0.97181182,0.960007914,0.91160724,0.953823286,0.042216046,-14.81466118,85.18533882,82.6115289,-7413039.721,0.002232,0,1.453606629,59.24367059,0.227775788,2.088136425,3.529395643,-1.7857,4.389125555,0.982887,0.010416667,61602639.3,61602639.3,0,272.6960255
01-04-1998,0.979911,0.993304,0.966518,0.982143,46720800,0.9709824,0.9655135,0.975255202,0.964032073,0.91901796,0.958178858,0.039160898,-14.81466118,85.18533882,84.66909768,7786218.592,0,0,1.164947025,53.80949333,0,0.227775788,2.088136425,1.265844972,2.088136425,0.980655,-0.002232,-65433224.22,0,-65433224.22,-2860.627682
02-04-1998,0.975446,0.979911,0.962054,0.975446,48577200,0.9763394,0.9675224,0.975318795,0.966107125,0.92446436,0.960834544,0.036370184,-20.37067764,79.62932236,83.33333333,24284519.48,0,-0.006697,1.058248373,51.41499865,-0.681876264,-0.681876264,-0.455653626,2.823453267,2.102774146,0.972470333,-0.008184667,-45434591.95,0,-45434591.95,-178.2042035
03-04-1998,0.96875,0.973214,0.957589,0.966518,50766800,0.9772322,0.9699778,0.97238549,0.966181822,0.92937508,0.96170866,0.03233358,-27.77759342,72.22240658,79.01235592,7255184.922,0,-0.008928,1.123712578,52.91264881,-0.915273629,-1.59090886,-1.59090886,0.464007218,2.606681359,0.965773667,-0.006696667,-46914580.56,0,-46914580.56,-277.8837155
06-04-1998,0.964286,0.964286,0.935268,0.9375,86898000,0.96875,0.9704242,0.960758156,0.960967467,0.93437508,0.957985368,0.023610288,-51.85172894,48.14827106,66.66666667,-73529998.35,0,-0.029018,0.973216,49.321311,-3.002323806,-3.890117956,-4.54546843,-4.328046118,0.478438131,0.945684667,-0.020089,-48009384.34,0,-48009384.34,-394.2310202
07-04-1998,0.921875,0.928571,0.888393,0.910714,73175200,0.9544642,0.9614956,0.944078439,0.951831386,0.93776792,0.950715031,0.012947111,-74.07413553,25.92586447,48.76551404,8130173.05,0,-0.026786,0.661760637,39.82286149,-2.857173333,-5.773715544,-6.636143877,-7.272769851,-8.9286,0.909226,-0.036458667,-79009920.95,0,-79009920.95,-118.2836998
08-04-1998,0.901786,0.90625,0.881696,0.892857,56299600,0.936607,0.9537947,0.927006333,0.941109843,0.93857148,0.941816466,0.003244986,-88.88879671,11.11120329,28.39511294,-5117728.566,0,-0.017857,0.616437347,38.13555461,-1.960769243,-4.76192,-7.621275548,-9.09093686,-7.940169054,0.893601,-0.015625,-65389431.9,0,-65389431.9,-65.37088176
09-04-1998,0.895089,0.924107,0.892857,0.915179,42576800,0.9245536,0.9504465,0.923064283,0.936395616,0.94080364,0.937719624,-0.003084016,-70.36984801,29.63015199,22.22240658,18248757.09,0.022322,0,0.820899614,45.08209062,2.5000644,0.490274664,-2.380906667,-6.178404545,-3.529395643,0.910714333,0.017113333,51272852.68,51272852.68,0,-98.53586103
13-04-1998,0.915179,0.953125,0.892857,0.944196,72074800,0.9200892,0.9486607,0.930107484,0.937813726,0.94366076,0.938715691,-0.004945069,-47.1700027,52.8299973,31.19045086,50718329.26,0.029017,0,1.07936,51.90827947,3.170636564,5.74996892,3.676456055,-2.309527603,-1.85623676,0.930059333,0.019345,39598950.22,39598950.22,0,-151.3262012
14-04-1998,0.941964,0.973214,0.941964,0.962054,81961600,0.925,0.946875,0.940755258,0.942220607,0.94964292,0.942305123,-0.007337797,-27.99978496,72.00021504,51.48678811,23421346.82,0.017858,0,0.730161778,42.20193667,1.891344594,5.121948821,7.75006524,2.619093333,-1.822308352,0.959077333,0.029018,69125306.98,69125306.98,0,-121.5536606
15-04-1998,0.970982,0.982143,0.950893,0.979911,139378400,0.9388394,0.9466518,0.953805867,0.949072721,0.95446436,0.948088907,-0.006375453,-12.00003584,87.99996416,70.94339216,119468474.3,0.017857,0,1.090912382,52.17398832,1.856132816,3.782583277,7.07315181,7.598104345,-0.227258149,0.970982333,0.011905,79583265.61,79583265.61,0,-1355.455793
16-04-1998,1.044643,1.058036,1.006696,1.022321,459488400,0.9647322,0.9506696,0.976641961,0.962389258,0.95803576,0.959505802,0.001470042,-20.25348758,79.74651242,79.91556387,-179803700,0.04241,0,1.82498936,64.60163659,4.327944068,6.264409274,8.274235434,14.49997032,4.090850314,1.029017667,0.058035333,143422836,143422836,0,270.6108273
17-04-1998,1.020089,1.022321,0.988839,0.997768,148041600,0.98125,0.9529018,0.98368327,0.968821113,0.95937504,0.965390528,0.006015488,-34.17715776,65.82284224,77.85643961,-69081953.24,0,-0.024553,1.313723768,56.77962884,-2.401691837,1.822308352,3.712265632,9.024354798,2.288389106,1.002976,-0.026041667,-460855837.5,0,-460855837.5,-166.5274897
20-04-1998,0.986607,1.053571,0.984375,1.035714,129444000,0.9995536,0.9598214,1.001025112,0.98098224,0.9620536,0.976206278,0.014152678,-12.65850062,87.34149938,77.63695134,62634314.24,0.037946,0,1.490192289,59.84245858,3.803088494,1.310058191,5.694700845,9.692690924,7.159307949,1.024553333,0.021577333,151676514.8,151676514.8,0,-277.6446161
21-04-1998,1.037946,1.040179,1.017857,1.035714,87007200,1.0142856,0.9696428,1.012586918,0.990932474,0.96535716,0.985358566,0.020001406,-12.65850062,87.34149938,80.16861366,52199642.61,0,0,1.470585652,59.5237672,0,3.803088494,1.310058191,7.656534872,10.47616,1.03125,0.006696667,133489125,133489125,0,-467.6495256
22-04-1998,1.026786,1.035714,0.982143,0.982143,71237600,1.014732,0.9767857,1.00243996,0.989334548,0.96700896,0.984864012,0.017855052,-43.03788137,56.96211863,77.21503913,-71237600,0,-0.053571,1,50,-5.172373841,-5.172373841,-1.565995302,0.227775788,7.843186774,1,-0.03125,-87007200,0,-87007200,-406.2999911
23-04-1998,0.979911,1.035714,0.970982,0.988839,118823600,1.0080356,0.9863839,0.99790676,0.989244457,0.96808036,0.985475365,0.017395005,-39.24067143,60.75932857,68.35431553,-53266131.51,0.006696,0,1.083334889,52.00003584,0.681774446,-4.525863317,-4.525863317,-3.275096569,10.74998572,0.998511667,-0.001488333,-71131574.71,0,-71131574.71,-351.3921055
24-04-1998,0.991071,1.008929,0.982143,0.997768,53886000,1.0080356,0.9946428,0.997860511,0.990794037,0.9697768,0.987365972,0.017589172,-34.17715776,65.82284224,61.18142981,8980329.426,0.008929,0,1.205883322,54.66668658,0.902978139,1.59090886,-3.663752735,0,9.024354798,0.99628,-0.002231667,-118381576.2,0,-118381576.2,-255.4005341
27-04-1998,0.955357,0.991071,0.955357,0.991071,102449200,0.999107,0.9993303,0.995597567,0.990844389,0.97174108,0.987935806,0.016194726,-37.97493479,62.02506521,62.86907867,102449200,0,-0.006697,1.413790706,58.57138743,-0.671198114,0.225719253,0.909032595,-4.31035981,4.964541261,0.979166333,-0.017113667,-52763357.04,0,-52763357.04,-250.842337
28-04-1998,0.995536,1,0.9375,0.962054,59292800,0.984375,0.9993303,0.984417496,0.985610296,0.9729018,0.983955184,0.011053384,-54.43007826,45.56992174,57.80594306,-12704786.84,0,-0.029017,1.389840161,58.15619738,-2.927842708,-3.579389197,-2.70873216,-7.112001962,0,0.966518,-0.012648333,-99018995.89,0,-99018995.89,-233.3161882
29-04-1998,0.962054,0.979911,0.955357,0.964286,47384400,0.9808036,0.9977678,0.977707669,0.981733539,0.97147324,0.980930063,0.009456823,-56.7566095,43.2433905,50.27945915,-12921965.56,0.002232,0,1.627461832,61.94045569,0.232003609,-2.702631799,-3.3556899,-1.818167008,-1.594532565,0.966518,0,-57307558.47,0,-57307558.47,-240.091792
30-04-1998,0.977679,0.986607,0.966518,0.977679,44987600,0.9785716,0.9933036,0.977698113,0.980996424,0.97178576,0.98043005,0.00864429,-48.64843594,51.35156406,46.72162544,5000612.813,0.013393,0,1.549025809,60.7693262,1.388903292,1.624129207,-1.351265449,-1.128596263,-4.366730215,0.976934667,0.010416667,46291463.02,46291463.02,0,-234.1113561
01-05-1998,0.982143,1.008929,0.959821,1,46018000,0.979018,0.9935268,0.985131332,0.984451274,0.97383932,0.983439908,0.009600588,-48.14827106,51.85172894,48.81556117,29283670.69,0.022321,0,1.49020538,59.84266968,2.283060186,3.703672977,3.944269241,0.223699297,0.223699297,0.989583333,0.012648667,44518979.17,44518979.17,0,-240.016823
04-05-1998,1.03125,1.053571,1.03125,1.037946,142786000,0.988393,0.99375,1.002734461,0.994176615,0.976875,0.991822945,0.014947945,-16.66721975,83.33278025,62.17869108,-57118238.16,0.037946,0,1.666666667,62.5,3.7946,6.164293188,7.638812551,4.729731775,0.215503508,1.040922333,0.051339,47901163.94,47901163.94,0,-215.9281008
05-05-1998,1.044643,1.066964,1.040179,1.060268,104820800,1.0080358,0.9962054,1.02191039,1.006192029,0.98008928,1.002349795,0.022260515,-5.172094173,94.82790583,76.67080501,52412356.71,0.022322,0,1.70588907,63.04357001,2.150593576,6.0268,8.447455658,10.20878246,2.370731688,1.055803667,0.014881333,150753982.3,150753982.3,0,-314.3678757
06-05-1998,1.066964,1.087054,1.044643,1.082589,224252000,1.0316964,1.00625,1.04213457,1.020080998,0.98410712,1.014690584,0.030583464,-2.985543683,97.01445632,91.72504746,177033817,0.022321,0,1.529418999,60.46522935,2.105222453,4.301090808,8.2589,12.26845562,10.2272276,1.071428667,0.015625,112308010,112308010,0,-264.6890707
07-05-1998,1.091518,1.09375,1.066964,1.078125,138224800,1.0517856,1.0151786,1.054130181,1.030633398,0.9879464,1.024446797,0.036500397,-10,90,93.94745405,-23035746.55,0,-0.004464,1.857150476,65.00009333,-0.412344851,1.684196826,3.871010631,10.27392426,9.029376875,1.079613,0.008184333,242105374.5,242105374.5,0,209.5111964
08-05-1998,1.073661,1.089286,1.069196,1.087054,67704000,1.0691964,1.0241072,1.06510369,1.040890663,0.99241072,1.034075785,0.041665065,-4.28544,95.71456,94.24300544,52660164.46,0.008929,0,1.547632508,60.74787094,0.828197101,0.412437222,2.526342396,8.7054,8.948573215,1.081845333,0.002232333,149537854.8,149537854.8,0,210.0419226
11-05-1998,1.102679,1.129464,1.098214,1.104911,166255600,1.0825894,1.0354912,1.078371466,1.052529561,0.99794644,1.044970241,0.047023801,-12.79041904,87.20958096,90.97471365,-94997119.8,0.017857,0,1.738109206,63.47844718,1.642696683,2.484498551,2.061908998,6.451684384,11.48656353,1.110863,0.029017667,75209868.55,75209868.55,0,226.785751
12-05-1998,1.091518,1.098214,1.069196,1.075893,64453200,1.0857144,1.0468751,1.077545393,1.056777034,1.00348216,1.049726162,0.046244002,-27.90679502,72.09320498,85.00578198,-34703177.23,0,-0.029018,2.354847101,70.19238225,-2.626274876,-1.026719924,-0.207026087,1.473684012,11.83291167,1.081101,-0.029762,-179739095.4,0,-179739095.4,299.2328494
13-05-1998,1.073661,1.100446,1.058036,1.087054,78604400,1.0866074,1.0591519,1.080714612,1.062281386,1.01053576,1.055467183,0.044931423,-22.09268404,77.90731596,79.07003396,28961856.98,0.011161,0,2.419373952,70.75488046,1.037370817,-1.616148269,0,0.412437222,12.73149252,1.081845333,0.000744333,69728393.64,69728393.64,0,217.6428262
14-05-1998,1.084821,1.087054,1.0625,1.073661,40670000,1.0857146,1.0687501,1.078363643,1.0643502,1.01776792,1.058265392,0.040497472,-29.06951303,70.93048697,73.6436693,-3696971.573,0,-0.013393,1.918923828,65.74079835,-1.23204551,-0.207455574,-2.828282097,-0.414052174,9.817332683,1.074405,-0.007440333,-84452960.38,0,-84452960.38,201.7650653
15-05-1998,1.073661,1.084821,1.044643,1.055804,68146400,1.0794646,1.0743305,1.070844514,1.062796501,1.02339292,1.05788683,0.03449391,-38.37177804,61.62822196,70.15534163,-30285781.23,0,-0.017857,1.690492699,62.83208646,-1.663187915,-2.874742193,-1.867193113,-2.874742193,5.5804,1.061756,-0.012649,-43181616.52,0,-43181616.52,197.6920838
18-05-1998,1.049107,1.055804,1.013393,1.017857,58097200,1.0620538,1.0723216,1.053183776,1.0546265,1.02633936,1.051730242,0.025390882,-64.10253465,35.89746535,56.15205809,-45867075.7,0,-0.037947,1.543470427,60.68363959,-3.594133002,-5.197543731,-6.365553137,-7.878824629,-1.935457143,1.029018,-0.032738,-70123872.24,0,-70123872.24,186.3479524
19-05-1998,1.033482,1.051339,1.029018,1.049107,54566400,1.0566966,1.0712055,1.051824986,1.053623055,1.02982148,1.051326788,0.021505308,-47.36829695,52.63170305,50.05246345,43653608.92,0.03125,0,1.826079335,64.61528918,3.070175869,-0.634303337,-2.286941595,-2.489652781,-1.052658384,1.043154667,0.014136667,60604365.3,60604365.3,0,160.7434725
20-05-1998,1.058036,1.066964,1.026786,1.055804,47544000,1.0504466,1.068527,1.053151192,1.05401955,1.0328572,1.052015383,0.019158183,-43.42059501,56.57940499,48.36952446,21131981.48,0.006697,0,1.760866389,63.7794859,0.638352427,3.728126839,0,-2.874742193,-2.474161478,1.049851333,0.006696667,57286607.8,57286607.8,0,159.6874588
21-05-1998,1.055804,1.060268,1.022321,1.03125,32748800,1.0419644,1.0638395,1.045851524,1.049880046,1.03321436,1.048821667,0.015607307,-84.61545089,15.38454911,41.53188571,-17337092.34,0,-0.024554,1.24561238,55.46871719,-2.325621043,-1.702114274,1.315803693,-3.95012951,-4.347826087,1.037946333,-0.011905,-49348120.47,0,-49348120.47,179.2524369
22-05-1998,1.026786,1.026786,0.975446,0.995536,66648400,1.0299108,1.0546877,1.02908136,1.040000299,1.03312508,1.040626331,0.007501251,-86.95607007,13.04392993,28.33596134,-14487653.76,0,-0.035714,0.739731324,42.51986003,-3.463175758,-5.708256457,-5.106342823,-5.708256457,-8.418900993,0.999256,-0.038690333,-32724434.89,0,-32724434.89,200.3506262
26-05-1998,1.002232,1.008929,0.950893,0.953125,77943600,1.0169644,1.0395091,1.003765105,1.024206369,1.02982152,1.027168627,-0.002652893,-98.750077,1.249923,9.892800681,-71948351.7,0,-0.042411,0.478262352,32.353009,-4.260117163,-7.575757576,-9.725195207,-6.35963598,-13.73739604,0.970982333,-0.028273667,-64714418.94,0,-64714418.94,316.2034073
27-05-1998,0.917411,0.957589,0.915179,0.955357,92548400,0.9982144,1.0274555,0.987630684,1.011689554,1.02660724,1.016123998,-0.010483242,-81.25020417,18.74979583,11.01454959,82806922.57,0.002232,0,0.380438064,27.55922733,0.234177049,-4.03591633,-7.359321212,-8.93617143,-11.20334457,0.942708333,-0.028274,-73478081.25,0,-73478081.25,1154.071643
28-05-1998,0.955357,0.995536,0.955357,0.979911,74622800,0.9830358,1.0167412,0.985057713,1.005912213,1.02651796,1.010554439,-0.015963521,-69.79163264,30.20836736,16.73602873,16583463.53,0.024554,0,0.511115315,33.82371349,2.570138702,2.810334426,-1.569506276,-7.188171289,-9.85627209,0.976934667,0.034226333,90413740.3,90413740.3,0,-529.3445595
29-05-1998,0.982143,0.984375,0.944196,0.950893,54180000,0.9669644,1.0044644,0.973670614,0.99590972,1.02500012,1.00137851,-0.02362161,-83.33341111,16.66658889,21.87491736,-36118651.53,0,-0.029018,0.407769059,28.96562165,-2.961289342,-0.467259883,-0.234177049,-7.792193939,-11.4345217,0.959821333,-0.017113333,-71624555.39,0,-71624555.39,-111.734771
01-06-1998,0.946429,0.986607,0.915179,0.9375,79923200,0.9553572,0.992634,0.961614949,0.985290833,1.0225894,0.991553995,-0.031035405,-87.95198281,12.04801719,19.64099115,-29971759.47,0,-0.013393,0.311929471,23.77639028,-1.408465516,-4.328046118,-1.869144205,-5.829623439,-11.20511004,0.946428667,-0.013392667,-51277505.16,0,-51277505.16,-62.8136663
02-06-1998,0.944196,0.975446,0.928571,0.959821,44825200,0.9566964,0.9868304,0.961017025,0.980660417,1.0213394,0.98667346,-0.03466594,-75.90396563,24.09603437,17.60354682,14941733.33,0.022321,0,0.458333917,31.42859886,2.380906667,0.938906901,-2.05018619,0.702531148,-5.701783256,0.954612667,0.008184,76295699.08,76295699.08,0,-189.890118
03-06-1998,0.96875,0.973214,0.935268,0.939732,36285200,0.9535714,0.9758929,0.953922726,0.973219631,1.02044652,0.979453864,-0.040992656,-85.71461818,14.28538182,16.80981113,-27747955.87,0,-0.020089,0.371428815,27.0833463,-2.092994423,0.23808,-1.173738791,-1.635514263,-10.42553333,0.949404667,-0.005208,-42557254.06,0,-42557254.06,-95.22153395
04-06-1998,0.950893,0.959821,0.921875,0.957589,39034800,0.949107,0.9660714,0.955144695,0.970377982,1.02017864,0.976091048,-0.044087592,-75.00029474,24.99970526,21.12704048,34442712.63,0.017857,0,0.474746926,32.1917556,1.900222617,-0.23254336,2.142826667,-2.277961978,-9.302389459,0.946428333,-0.002976333,-34341341.36,0,-34341341.36,-114.4026656
05-06-1998,0.959821,0.973214,0.941964,0.959821,30830800,0.9508926,0.9589285,0.956703308,0.968458723,1.01946432,0.973588714,-0.045875606,-70.58866159,29.41133841,22.8988085,4404118.118,0.002232,0,0.527470634,34.53229295,0.233085384,2.137737142,0,0.938906901,-6.926448485,0.958333,0.011904667,37408336.99,37408336.99,0,-191.4657819
08-06-1998,0.964286,0.988839,0.957589,0.973214,31656800,0.9580354,0.9566963,0.962206321,0.969323232,1.01839288,0.973531083,-0.044861797,-61.76499654,38.23500346,30.88201571,0,0.013393,0,0.729729566,42.18749453,1.395364344,1.631702119,3.562930708,3.809493333,-2.242209222,0.973214,0.014881,30004966.19,30004966.19,0,-517.2716996
09-06-1998,0.977679,1.017857,0.977679,1.008929,68936000,0.967857,0.9622767,0.97777899,0.976523561,1.0172322,0.978975283,-0.038256917,-38.23500346,61.76499654,43.1371128,38299302.9,0.035715,0,0.756760847,43.07705562,3.669799243,5.116370657,5.361381553,5.116370657,5.854845902,1.001488333,0.028274333,31703915.87,31703915.87,0,-333.2698471
10-06-1998,1,1.035714,0.986607,1.002232,57307600,0.980357,0.9669642,0.985929178,0.981197355,1.01491076,0.982552166,-0.032358594,-40.00027569,59.99972431,53.33324144,-20839021.18,0,-0.006697,0.688310177,40.76917775,-0.663773169,2.98166693,4.418636392,6.650832365,4.90654279,1.008184333,0.006696,69500195.2,69500195.2,0,-395.7179291
11-06-1998,1.006696,1.022321,0.993304,0.993304,45029600,0.9875,0.9683035,0.988387206,0.983398343,1.01133936,0.984205798,-0.027133562,-35.1848011,64.8151989,62.19330658,-45029600,0,-0.008928,0.7571456,43.08951973,-0.890811708,-1.548671909,2.064294184,3.729679434,1.366756777,1.002976333,-0.005208,-57478166.52,0,-57478166.52,-361.0754939
12-06-1998,0.986607,1.008929,0.977679,1.004464,55963600,0.9964286,0.9736606,0.993745602,0.98722808,1.00839292,0.98732151,-0.02107141,-25.92607956,74.07392044,66.29628122,39971441.66,0.01116,0,1.074069158,51.7856,1.123523111,0.222702927,-0.442548485,4.651179751,5.6337569,0.997024,-0.005952333,-44895591.91,0,-44895591.91,-319.2371087
15-06-1998,0.973214,1.008929,0.973214,0.982143,34165600,0.9982144,0.9781249,0.989878455,0.986303612,1.00419648,0.986525055,-0.017671425,-44.44435226,55.55564774,64.81492236,-17082321.69,0,-0.022321,1.288891544,56.31073029,-2.222180188,-1.123623785,-2.004426121,0.917475499,4.76192,0.988095333,-0.008928667,-55297372,0,-55297372,-350.6758881
16-06-1998,0.988839,1.004464,0.975446,1,32421200,0.9964286,0.9821428,0.993251966,0.988793615,1.00000004,0.988597501,-0.011402539,-29.62956818,70.37043182,66.66666667,22446133.71,0.017857,0,1.444447763,59.09096463,1.818167008,-0.444416126,0.674113866,-0.884997854,4.186093032,0.993303333,0.005208,33936804.37,33936804.37,0,3131.510167
17-06-1998,1,1.020089,0.997768,1.004464,46793600,0.996875,0.988616,0.996988937,0.991642491,0.99714288,0.991037769,-0.006105111,-25.92607956,74.07392044,66.66666667,-18718697.84,0.004464,0,1.244439798,55.44545233,0.4464,2.272683306,0,0.222702927,6.88834689,1.007440333,0.014137,32662424.54,32662424.54,0,-677.7983238
18-06-1998,0.991071,1.002232,0.970982,0.975446,29999200,0.9933034,0.9904017,0.989808676,0.988697969,0.99267856,0.988639755,-0.004038805,-50.00041482,49.99958518,64.81464582,-21428548.56,0,-0.029018,1.244439798,55.44545233,-2.888903933,-2.4554,-0.681876264,-1.797838325,1.864787503,0.982886667,-0.024553667,-45992805.53,0,-45992805.53,-1532.452907
19-06-1998,0.977679,0.979911,0.955357,0.966518,34389600,0.9857142,0.9910714,0.982045894,0.984665651,0.98839284,0.985237429,-0.003155411,-60.78408981,39.21591019,54.42980527,-3126072.624,0,-0.008928,1.30233067,56.56575256,-0.915273629,-3.777736186,-3.3482,-3.777736186,0.697734265,0.967262,-0.015624667,-29017086.19,0,-29017086.19,16117.78168
22-06-1998,0.964286,0.984375,0.955357,0.977679,33642000,0.9848214,0.9915179,0.980590408,0.983395478,0.98526784,0.984074943,-0.001192897,-50.97989266,49.02010734,46.07853424,18115993.25,0.011161,0,1.186057657,54.25555238,1.154763802,0.228920924,-2.666596314,-0.454516298,0.458789126,0.972470333,0.005208333,33442865.78,33442865.78,0,-656.5464215
23-06-1998,0.979911,1.004464,0.973214,0.993304,57764000,0.9834822,0.9899554,0.984827848,0.985196847,0.98428572,0.985494372,0.001208652,-37.25436801,62.74563199,50.32721651,16506640.64,0.015625,0,1.705897855,63.04368998,1.598172815,2.771391738,1.830752292,-0.6696,-1.548671909,0.990327333,0.017857,33316592.15,33316592.15,0,863.9307898
24-06-1998,0.991071,1.022321,0.975446,1.008929,68448800,0.9843752,0.9906251,0.992860762,0.989511352,0.9826786,0.989098617,0.006420017,-28.57066667,71.42933333,61.06502422,29337703.27,0.015625,0,1.67648764,62.63760068,1.573033029,3.196345631,4.388019675,0.444515682,0.668208558,1.002232,0.011904667,57892929.25,57892929.25,0,282.9425788
25-06-1998,1.020089,1.029018,1.011161,1.020089,47952800,0.9933038,0.9933036,1.001935934,0.995070369,0.98125,0.993864938,0.012614938,-19.44447901,80.55552099,71.57682877,-2685.378283,0.01116,0,1.794128498,64.21066531,1.106123424,2.69655614,4.337824583,4.576675695,2.69655614,1.020089333,0.017857333,69823890.76,69823890.76,0,245.7868605
26-06-1998,1.017857,1.022321,0.991071,1.006696,27778800,1.0013394,0.9935268,1.003522464,0.997183909,0.98026784,0.995838356,0.015570516,-36.11135309,63.88864691,71.95783374,0,0,-0.013393,1.3750014,57.89476166,-1.312924657,-0.2213238,1.348227733,4.156984143,0.222208063,1.006696,-0.013393333,-48273891.95,0,-48273891.95,445.4730247
29-06-1998,1.008929,1.029018,1.002232,1.024554,41546400,1.0107144,0.9977679,1.010532275,1.002159791,0.98142856,1.000254822,0.018826262,-13.88802469,86.11197531,76.85204774,27698634.03,0.017858,0,1.1750014,54.0230181,1.773921819,0.437706906,1.548671909,4.794518446,4.318210281,1.018601333,0.011905333,28295522.72,28295522.72,0,460.5854945
30-06-1998,1.022321,1.029018,1.004464,1.024554,32765600,1.0169644,1.0002233,1.015205716,1.006231058,0.98428572,1.003992035,0.019706315,-6.060194676,93.93980532,81.31347585,20851806.86,0,0,1.270281397,55.95259683,0,1.773921819,0.437706906,3.146066058,2.4554,1.019345333,0.000744,42350128.96,42350128.96,0,653.4285968
01-07-1998,1.03125,1.071429,1.017857,1.069196,78528800,1.0290178,1.0066965,1.033200678,1.017678085,0.98883928,1.014020405,0.025181125,-1.923805914,98.07619409,92.70932491,71982290.24,0.044642,0,2.030301385,66.99998208,4.357212992,4.357212992,6.208428364,5.973363834,6.444432055,1.052827333,0.033482,34496519.27,34496519.27,0,256.5610839
02-07-1998,1.060268,1.073661,1.035714,1.035714,74527600,1.0321428,1.0127233,1.034038368,1.020957014,0.9910714,1.01735688,0.02628548,-32.07583852,67.92416148,86.6467203,-74527600,0,-0.033482,1.291669,56.36368079,-3.131511902,1.089254446,1.089254446,1.531729094,6.178507062,1.048363,-0.004464333,-82326688.35,0,-82326688.35,347.7525932
06-07-1998,1.053571,1.084821,1.040179,1.084821,67737600,1.0477678,1.0245536,1.050964219,1.032567487,0.99642852,1.027732862,0.031304342,0,100,88.66678519,67737600,0.049107,0,2.210525695,68.852453,4.741366825,1.461378456,5.88226682,7.760535455,12.24012383,1.069940333,0.021577333,79740085.19,79740085.19,0,185.5472393
07-07-1998,1.084821,1.102679,1.071429,1.089286,60368000,1.0607142,1.0357143,1.063736869,1.042878912,1.00249996,1.037199734,0.034699774,-9.090970799,90.9090292,86.27773023,8623448.064,0.004465,0,2.052640266,67.24147253,0.41158864,5.172470392,1.878981964,6.318066202,11.4155055,1.087798,0.017857667,73684825.8,73684825.8,0,173.4073235
08-07-1998,1.098214,1.176339,1.095982,1.162946,233203600,1.0883926,1.0526785,1.096803272,1.064707109,1.01062496,1.05653951,0.04591455,-6.060674625,93.93932537,94.94945153,155468099.3,0.07366,0,2.868428809,74.14971169,6.762227734,7.201648936,12.28447235,13.50753596,17.07855802,1.145089,0.057291,69126732.75,69126732.75,0,164.951579
09-07-1998,1.176339,1.200893,1.122768,1.131696,141652000,1.1008926,1.0649552,1.108433018,1.076885689,1.01830352,1.068098578,0.049795058,-28.18201812,71.81798188,85.55544549,-109276472.2,0,-0.03125,2.794883577,73.64873046,-2.687141105,3.893376028,4.320989361,5.845513825,12.16805147,1.151785667,0.006696667,268600563.9,268600563.9,0,125.2898535
10-07-1998,1.149554,1.165179,1.133929,1.145089,75630800,1.1227676,1.0774552,1.120650457,1.089285051,1.02580352,1.079939705,0.054136185,-22.72742083,77.27257917,81.00996214,-21612257.41,0.013393,0,3.2857088,76.6666368,1.183445024,-1.535496919,5.122897017,10.56034774,12.25383275,1.148065667,-0.00372,-162625797.8,0,-162625797.8,158.9347302
13-07-1998,1.140625,1.21875,1.138393,1.212054,178847200,1.1482142,1.097991,1.151115258,1.111604446,1.03589284,1.100258884,0.064366044,-2.727095008,97.27290499,82.12115535,149041188,0.066965,0,4,80,5.848017054,7.100670145,4.222724013,11.72847871,20.39920691,1.189732333,0.041666667,89980408.16,89980408.16,0,152.9211331
14-07-1998,1.212054,1.214286,1.183036,1.194196,137132800,1.1691962,1.1149552,1.165474069,1.126619591,1.04473212,1.114706412,0.069974292,-10.09190149,89.90809851,88.15119423,-39187068.93,0,-0.017858,3.092995635,75.56801694,-1.473366698,4.28848762,5.522684537,9.631079441,16.55764362,1.197172667,0.007440333,214110979.3,214110979.3,0,139.9014657
15-07-1998,1.203125,1.238839,1.196429,1.229911,148741600,1.1825892,1.1354909,1.186950898,1.145397969,1.0535714,1.132424878,0.078853478,-3.603370895,96.3966291,94.52587754,86116511.35,0.035715,0,3.302303533,76.75663764,2.990715092,1.473284194,7.407459158,5.758220932,20.04355066,1.221726333,0.024553667,167538752.9,167538752.9,0,134.7209862
16-07-1998,1.352679,1.361607,1.276786,1.339286,640337600,1.2241072,1.1624999,1.237724188,1.180646813,1.06705356,1.164240118,0.097186558,-6.023976078,93.97602392,93.42691718,303322578.5,0.109375,0,4.325557651,81.2226237,8.892919894,12.14959688,10.49722207,18.34326533,25.26103727,1.325893,0.104166667,197215446.2,197215446.2,0,130.170005
17-07-1998,1.330357,1.330357,1.292411,1.316964,157388000,1.2584822,1.1906249,1.264134817,1.205429278,1.07999996,1.187729051,0.107729091,-12.4224,87.5776,92.65008434,46288148.42,0,-0.022322,3.957411926,79.82818424,-1.666708978,7.077991822,10.28038948,15.00975033,27.1551799,1.313244,-0.012649,-840919511.2,0,-840919511.2,705.7256129
